&,dan,
@,di,
1pun,satupun,
7an,tujuan,
aamiin,amin,
aamiin,amin,
aamiinnn,amin,
ababil,abglabil,
abis,habis,
absurd,aneh,
acc,accord,
accord,sesuai,
achh,ah,
ad,ada,
adain,adakan,
adl,adalah,
adlah,adalah,
adlh,adalah,
administ,administrasi,
adoh,aduh,
aduhhh,aduh,
adw,ada,
afaik,asfarasiknow,
affh,apa,
after,sesudah,
agma,agama,
aha,tertawa,
ahaha,haha,
ahhh,ah,
ahhhh,ah,
ahiok,ahok,
ahoax,ahok,
ahokncc,ahok,
aing,saya,
aj,aja,
aj,saja,
aja,saja,
ajaaa,saja,
ajaaaa,saja,
ajaaaa,saja,
ajah,saja,
ajak2,ajak-ajak,
aje,saja,
ajep-ajep,duniagemerlap,
ajg,anjing,
ajj,saja,
ajjrr,anjing,
ak,aku,
aka,dikenaljugasebagai,
akherat,akhirat,
akhirx,akhirnya,
akika,aku,
akko,aku,
akkoh,aku,
akku,aku,
akn,akan,
aktifis2,aktivis-aktivis,
aktip,aktif,
aktivi,aktivis,
aktivis2,aktivis-aktivis,
akun2,akun-akun,
akuu,aku,
akuuu,aku,
akuwh,aku,
akyu,aku,
alay,norak,
aleg,caleg,
alih2,alih-alih,
aljasa,asaljadisaja,
all,semua,
almaidahyg,almaidah,
almh,almarhumah,
alo,halo,
alow,halo,
ama,sama,
ambilin,ambilkan,
ambl,ambil,
amerik,amarika,
amjinc,anjing,
anak2,anak-anak,
analisise,analisis,
ancur,hancur,
ancuuurr,hancur,
angis,nangis,
angst,cemas,
anj,anjing,
anjay,anjing,
anjeng,anjing,
anjengggg,anjing,
anjg,anjing,
anjggg,anjing,
anjiiirrrrrrrr,anjing,
anjir,anjing,
anjirlah,angjinglah,
anjirrr,anjing,
anjr,anjing,
anjrit,anjing,
anjuttt,anjing,
ank,anak,
anter,antar,
anterin,antarkan,
antre,antri,
anying,anjing,
anynggggg,anjing,
ap,apa,
ap2,apa-apa,
apaaaaaaa,apa,
apaan,apa,
apakahh,apakah,
apasih,apasih,
ape,apa,
apes,sial,
apha,apa,
aplot,unggah,
aps,apa,
apva,apa,
aq,saya,
aqu,aku,
aquwh,aku,
as,amerikaserikat,
asap,sesegeramungkin,
asbun,asalbunyi,
aseek,asyik,
aseekk,asyik,
asek,asyik,
asekk,asik,
asekk,asyik,
aseknya,asyiknya,
asem,asam,
asoy,asyik,
aspal,aslitetapipalsu,
astagaaaa,astaga,
astrojim,astagfirullahaladzim,
astul,asaltulis,
asuu,anjing,
asw,anjing,
ath,kalaubegitu,
ato,atau,
ats,atas,
attack,serang,
atuh,kalaubegitu,
aturane,aturannya,
atvsi,asosiasitelevisiswastaindonesia,
au,angkatanudara,
auah,tidakmautahu,
authorization,ijin,
ava,avatar,
awak,saya,
awakkuuuuu,sayangku,
aws,awas,
ay,sayang,
ayang,sayang,
ayank,sayang,
ayat2,ayat-ayat,
ayok,ayo,
ayuk,ayo,
ayukkk,ayo,
b2,berdua,
b4,sebelum,
bacot,banyakbicara,
badanne,badannya,
baikkk,baik,
bajir,banjir,
bakalan,akan,
bakaln,bakalan,
bales,balas,
balikk,balik,
bandes,bantuandesa,
bangdes,pembangunandesa,
bangedh,banget,
bangett,banget
bangettt,banget,
bangetttt,banget,
bangettttt,banget,
bangke,bangkai,
bangkotan,tua,
banpol,bantuanpolisi,
banpres,bantuanpresiden,
banpur,bantuantempur,
bansarkas,bantuansaranakesehatan,
bantuin,tolong,
banyakk,banyak,
baper,bawaperasaan,
basbang,basi,
bat,banget,
batalin,batalkan,
bauny,baunya,
bawain,bawakan,
"bazis,""badanamal,zakat,infak,dansedekah"","
bbrp,beberapa,
bbrpa,beberapa,
bcanda,bercanda,
bcoz,karena,
bdaya,budaya,
bdg,bandung,
bdk,budak,
beb,sayang,
bebal,bodoh,
bedakin,bedak,
before,after,
begajulan,nakal,
bejibun,banyak,
beliin,belikan,
belom,belum,
belummmm,belum,
belummmmm,belum,
beluum,belum,
bem,badaneksekutifmahasiswa,
benarjujur,benar,
benarjujur,jujur,
bencong,banci,
bener,benar,
bener2,benerbener,
benerbener,benar-benar,
bengineeee,begini,
bentar,sebentar,
ber2,berdua,
ber3,bertiga,
berakkkk,berak,
berangk,berangkat,
berdikari,berdiridiataskakisendiri,
berduaa,berdua,
beresin,membereskan,
berhenti2,berhentiberhenti,
berisko,berisiko,
bersmaa,bersama,
bertggjwb,bertanggungjawab,
bet,banget,
bete,bosan,
beti,bedatipis,
bettul,betul,
beud,banget,
beut,banget,
beuud,banget,
bg,abang,
bg,bagi,
bgd,banget,
bgm,bagaimana,
bgmn,bagaimana,
bgmn,bagaimana,
bgs,bagus,
bgst,bangsat,
bgstt,bangsat,
bgt,banget,
bgtt,banget,
bgttt,begitu,
bgtttt,banget,
bgtu,begitu,
bhai,bye,
bhkan,bahkan,
bhubu,tidur,
bhw,bahwa,
bhwa,bahwa,
bhy,bahaya,
bijimane,bagaimana,
bilanh,bilang,
bimbuluh,bimbingandanpenyuluhan,
bingit,banget,
bintal,bimbinganmental,
bisaaa,bisa, 
bisi,kalau-kalau,
bit,sedikit,
bkan,bukan,
bkannya,bukannya,
bkl,akan,
bkmt,badankontakmajelistaklim,
bkn,bukan,
bknnya,bukannya,
bl,beli,
blas,balas,
blegug,bodoh,
bleh,boleh,
blg,bilang,
blh,boleh,
bli,beli,
blinkssssss,blinks,
blm,belum,
bln,bulan,
blng,bilang,
blom,belum,
bls,balas,
blum,belum,
bnchi,benci,
bnci,benci,
bnda,benda,
bner,benar,
bngke,bangkai,
bngkit,bangkit,
bngung,bingung,
bnr,benar,
bnran,yangbenar,
bnrn,betulan,
bntr,sebentar,
bnyak,banyak,
bnyk,banyak,
bodo,bodoh,
bodor,lucu,
bogorpdhal,bogorpadahal,
bohay,badanaduhai,
bokap,ayah,
bokep,porno,
bokep,videoporno,
boker,buangairbesar,
bokin,pacar,
bokis,bohong,
bole,boleh,
boleeh,boleh,
bolh,boleh,
boljug,bolehjuga,
bolot,bodoh,
bonek,bocahnekat,
bonyok,ayahibu,
boong,bohong,
boostee,booster,
boostereeeh,booster,
bopi,badanolahragaprofesionalindonesia,
bosann,bosan,
boyeh,boleh,
bpak,bapak,
bpk,bapak,
bpk,bapak,
bpkku,bapaksaya,
br,baru,
brantas,berantas,
brb,segerakembali,
brg,bareng,
brgkt,berangkat,
brhadapan,berhadapan,
brng,bareng,
brngkt,berangkat,
bro,saudaralaki-laki,
brp,berapa,
brrti,berarti,
brsdia,bersedia,
brstu,bersatu,
brt,berarti,
bru,baru,
brur,saudaralaki-laki,
bs,bisa,
bsa,bisa,
bsen,bosan,
bsk,besok,
bsr,besar,
bt,bosansekali,
bt,buat,
btol,botol,
btw,bytheway,
btw,ngomong-ngomong,
btwww,bytheway,
bu_bu,tidur,
buaat,buat,
buangbuang,buang,
buanyak,banyak,
buaya,tidaksetia,
bubarin,bubarkan,
bubbu,tidur,
buber,bukabersama,
bubu,tidur,
bujubune,luarbiasa,
bumil,ibuhamil,
bund,bunda,
bunuh2an,bunuh-bunuhan,
buser,burusergap,
busettt,buset,
buzzerbuzzer,buzzer,
bw,bawa,
bwhn,bawahan,
bwt,buat,
byar,bayar,
byj,banyak,
byk,banyak,
byr,bayar,
byrin,bayarkan,
c8,chat,
cabal,sabar,
cabut,pergi,
cadas,keren,
caem,cakep,
cakap,berbicara,
calo,makelar,
cama-cama,sama-sama,
can,belum,
cangcut,celanadalam,
capcus,pergi,
cape,capek,
capek,lelah,
caper,cariperhatian,
capresss,calonpresiden,
caur,jelek,
cayalah,percaya,
cb,coba,
cc,carboncopy,
ce,cewek,
cekak,tidakadauang,
cekal,cegahtangkal,
cekidot,cobalihat,
cekk,cek,
cemen,penakut,
cemplungin,cemplungkan,
cengengesan,tertawa,
cepat2,cepatcepat,
ceper,pendek,
cepet,cepat,
cepu,tukangngadu,
ceu,kakakperempuan,
cew,cewek,
cewe,cewek,
chuyunk,sayang,
cibuk,sibuk,
cimeng,ganja,
cin,cinta,
cipikacipiki,ciumpipikananciumpipikiri,
ciye,cie,
ciyh,sih,
cjr,coboyjunior,
ckck,ck,
ckepp,cakep,
ckp,cakep,
ckp,cukup,
clbk,cintalamabersemikembali,
clean,bersih,
cm,cuma,
cma,cuman,
cmiiw,correctmeifi'mwrong,
cmn,hanya,
cmpr,campur,
cmpur,campur,
cnenk,senang,
cobaen,cobain,
cong,banci,
congor,mulut,
conlok,cintalokasi,
copat,covid,
copit,covid,
cos,cause,
covad,covid,
cow,cowo,
cow,cowok,
cowwyy,maaf,
coz,karena,
cp,siapa,
cpa,siapa,
cpe,capek,
cppa,siapa,
cppe,capek,
cr,cara,
cri,cari,
crny,caranya,
cth,contoh,
cuba,coba,
cucok,cocok,
cuek,tidakacuh,
cuex,cuek,
cuman,Cuma,
cumi,Cumamiscall,
cungkring,kurustinggi,
cups,culun,
cupu,culun,
curanmor,pencuriankendaraanbermotor,
curas,pencuriandengankekerasan,
curcol,curahanhaticolongan,
curhat,curahanhati,
cust,customer,
customer,pelanggan,
cwek,cewek,
cwo,cowo,
cwok,cowok,
cyin,cinta,
cz,karena,
d,di,
dagh,sudah,
dah,sudah,
dah,sudah,
dahgt,sudahbegitu,
dalem,dalam,
damang,sehat,
dapet,dapat,
dateng,datang,
datengin,datangkan,
de,adik,
dech,deh,
dek,adik,
deket,dekat,
demamm,demam,
demen,suka,
denger,dengar,
dengerin,dengarkan,
deyh,deh,
dftr,daftar,
dg,dengan,
dgn,dengan,
dgn,dengan,
dgr,dengar,
dh,deh,
dh,sudah,
diancurin,dihancurkan,
diarahin,diarahkan,
didepooooook,didepok,
die,dia,
diem2,diamdiam,
digantungin,digantungkan,
digosipin,digosipkan,
dijelasin,dijelaskan,
dikaluarken,dikeluarkan,
dikeluarin,dikeluarkan,
dikit,sedikit,
dikti,direktoraljendralpendidikantinggi,
dimaafin,dimaafkan,
dimana2,dimana-mana,
dimanfaatke,dimanfaatkan,
dimintak,diminta,
dimna,dimana,
direhap,direhab,
disediain,disediakan,
disono,disana,
disuntikin,disuntikkan,
disuru,disuruh,
ditanyain,ditanyakan,
diuber,dikejar,
dket,dekat,
dki,daerahkhususibukota,
dkit,sedikit,
dkk,dankawankawan,
dkk,dankawan-kawan,
dksh,dikasih,
dkt,dekat,
dl,dulu,
dll,danlainlain,
dll,danlain-lain,
dlm,dalam,
dlu,dulu,
dlunya,dulunya,
dmaksud,dimaksud,
dmn,dimana,
dmna,dimana,
dn,dan,
dngn,dengan,
doang,saja,
dodol,bodoh,
doi,dia,
doku,uang,
dom,domisili,
dongg,dong,
donggg,dong,
dongggg,dong,
donggggggg,dong,
dongok,bodoh,
dongs,dong,
donjuan,playboy,
donk,dong,
donkkk,dong,
donlot,unduh,
doong,dong,
dooong,dong,
download,unduh,
dpet,dapat,
dpn,depan,
dpr,dewanperwakilanrakyat,
dprd,dewanperwakilanrakyatdaerah,
dpt,dapat,
dpt,dapat,
dr,dari,
Dr,dokter,
dri,dari,
drmana,darimana,
drmn,darimana,
drpd,daripada,
drpd,daripada,
drtd,daritadi,
dsb,dansebagainya,
dsk,dansekitarnya,
dsna,disana,
dst,danseterusnya,
dstu,disitu,
dtg,datang,
dugem,duniagemerlap,
duh,aduh,
duhhhh,duh,
duit,uang,
dulu,dahulu,
dungu,bodoh,
duren,durian,
dy,dia,
dzolim,zalim,
ear,kuping,
ed,edisi,
edan,gila,
efekny,efeknya,
effort,usaha,
ego,emosi,
egp,emangguepikirin,
ehh,eh,
eike,aku,
eke,aku,
elo,anda,
elo,kamu,
elu,kamu,
emang,memang,
emanggg,memang,
emangnya,memangnya,
emank,memang,
emg,memang,
emng,memang,
emte,makanteman,
endak,tidak,
engga,tidak,
enggaa,tidak,
enggak,tidak,
enggk,tidak,
entar,nanti,
envy,iri,
eps,episode,
etc,etcetera,
eww,jijik,
ex,mantan,
ext,extension,
fahami,pahami,
fak,fakultas,
fakta2,fakta-fakta,
faktakta,fakta,
fax,facsimile,
fb,facebook,
fck,fuck,
fdsi,forumdiskusisuporterindonesia,
fee,biaya,
fifo,firstinfirstout,
finallyyyy,akhirnya,
finek,finansialekonomi,
fisip,fakultasilmusosialdanilmupolitik,
fitnag,fitnah,
folbek,followback,
fpi,frontpembelaislam,
fwd,diterukan,
fyi,sebagaiinformasi,
g,tidak,
ga,tidak,
gaa,tidak,
gaaa,tidak,
gaaakkkk,tidak,
gaada,tidakadauang,
gabakal,tidakbakal,
gabisa,tidakbisa,
gaboleh,tidakboleh,
gabut,bosan,
gada,tidakada,
gaenak,tidakenak,
gag,tidak,
gahar,sangar,
gais,teman-teman,
gaiss,teman-teman,
gaisss,teman-teman,
gajadi,tidakjadi,
gaje,tidakjelas,
gak,tidak,
gak,tidak,
gakmuncul,tidakmuncul,
gakpapa,tidakapa-apa,
gaksi,iyakan,
gakuat,tidakkuat,
gakuatt,tidakkuat,
galauu,galau,
gamasuk,tidakmasuk,
gamau,tidakmau,
gampang,mudah,
gampng,mudah,
gamuncul,tidakmuncul,
gamungkin,tidakmungkin,
gan,juragan,
gan,juragan,
gangguin,mengganggu,
gantengbs,ganteng,
gantengsaya,ganteng,
gapaoa,tidakapapa,
gapapa,tidakapa-apa,
gapercaya,tidakpercaya,
gaperlu,tidakperlu,
gapernah,tidakpernah,
gaptek,gagapteknologi,
gasadar,tidaksadar,
gasampe,tidaksampai,
gatakut,tidaktakut,
gatau,tidaktahu,
gatek,gagapteknologi,
gatel,gatal,
gatelen,gatal,
gatot,gagaltotal,
gawe,kerja,
gax,tidak,
gbs,tidakbisa,
gd,gusdur,
gda,tidakadauang,
gebetan,orangyangdisuka,
gede,besar,
geer,gederasa,
gegara,gara-gara,
geje,tidakjelas,
gelo,gila,
gelooooooooooo,gila,
gene,begini,
gepeng,gelandangandanpengemis,
gerakk,gerak,
ges,teman-teman,
gess,teman-teman,
gessss,teman-teman,
ghiey,lagi,
ghiy,lagi,
gi,lagi,
gib,gerakanindonesiaberadab,
gilaaa,gila,
gilaak,gila,
gile,gila,
giman,gigimancung,
gimana,bagaimana,
gimana,bagaimana,
gimna,gimana,
gini,begini,
gino,giginongol,
gitchu,gitu,
githu,gitu,
gitu,begitu,
gituu,begitu,
gj,tidakjelas,
gk,tidak,
gksie,gaksih,
gmana,bagaimana,
gmau,tidakmau,
gmn,bagaimana,
gmn,bagamana,
gmna,bagaimana,
gn,begini,
gni,begini,
goblog,goblok,
goblok,bodoh,
gokil,gila,
golongan2,golongan-golongan,
golput,golonganputih,
gombal,sukamerayu,
good,bagus,
gosa,tidakusah,
governor,gubernur,
gowes,mengayuhsepeda,
gpl,tidakpakailama,
gpny,tidakpunya,
gpp,tidakapa-apa,
gppa,tidakapapa,
gr,gederasa,
gretong,gratis,
gretongan,gratisan,
grgr,gara-gara,
gt,begitu,
gt,gitu,
gtau,tidaktahu,
gtu,begitu,
gtuuuu,begitu,
gtw,tidaktahu,
gua,saya,
guaa,saya,
guakan,sayakan,
gub,gubernur,
gue,saya,
guna,menggunakan,
guoblok,goblok,
guwe,saya,
guys,teman-teman,
guysss,teman-teman,
guyyss,teman-teman,
gw,saya,
gws,cepatsembuh,
ha,tertawa,
habis2an,habis-habisan,
hadehh,hadeh,
haduhhhh,aduh,
haghaghag,tertawa,
haha,tertawa,
haii,hai,
hak2,hakhak,
hakhak,tertawa,
halloo,halo,
hallow,halo,
ham,hakasasimanusia,
handak,bahanpeledak,
hankam,pertahanandankeamanan,
hansip,pertahanansipil,
happy,bahagia,
hardcore,keras,
harusnye,harusnya,
harusnys,harusnya,
hate,benci,
haturnuhun,terimakasih,
haturnuhuun,terimakasih,
hbis,habis,
hbs,habis,
hebaaaaatt,hebat,
hehe,he,
hei,hai,
hellow,halo,
helo,halo,
helow,halo,
heter,pembenci,
heters,pembenci,
hey,hai,
hi,hai,
hilanggg,hilang,
hiring,rekrut,
hjtn,hajatan,
hlm,halaman,
hlng,hilang,
hny,hanya,
hnya,hanya,
hoax,isubohong,
hooh,iya,
hot2nya,hot-hotnya,
houm,rumah,
hr,hari,
hri,hari,
hrs,harus,
hrus,harus,
hubad,hubunganangkatandarat,
hubdar,perhubungandarat,
hubla,perhubunganlaut,
huff,mengeluh,
huft,mengeluh,
hum,rumah,
humas,hubunganmasyarakat,
humoris,lucu,
humz,rumah,
hurts,pedih,
ide2,ide-ide,
idiot,bodoh,
idk,sayatidaktahu,
idup,hidup,
ikon,lambang,
ilang,hilang,
ilfeel,tidaksuka,
ilfil,tidaksuka,
im,saya,
imba,jagosekali,
imho,inmyhumbleopinion,
imoet,imut,
imoetz,imut,
imuniti,imunitas,
indinesia,indonesia,
indo,indonesia,
indon,Indonesia,
info,informasi,
infoin,infokan,
infoo,info,
infooo,info,
infooo,info,
infoooo,info,
inget,ingat,
ingett,ingat,
ingpo,info,
ingt,ingat,
inihh,ini,
iniii,ini,
iniiii,ini,
insom,insomnia,
into,menjadi,
ipb,institutpertanianbogor,
irit,hemat,
isengin,bercanda,
iso,bisa,
isoo,bisa,
isooo,bisa,
ista,nista,
istaa,nista,
isu2,isu-isu,
item,hitam,
itj,Indonesiatanpajil,
ito,itu,
itu2,itu-itu,
itung,hitung,
itungan,hitungan,
ituu,itu, 
ituuu,itu,
iy,iya,
iyaaa,iya,
iyala,iyalah,
iye,iya,
iyo,iya,
izinin,izinkan,
ja,saja,
jabar,jawabarat,
jablay,jarangdibelai,
jadiii,jadi,
jadiin,jadi,
jadiin,jadikan,
jadul,jamandulu,
jaim,jagaimage,
jan,jangan,
jancuk,anjing,
janjinyaa,janji,
jargon2,jargonjargon,
jatim,jawatimur,
jatohin,menjatuhkan,
jawapan,jawaban,
jayus,tidaklucu,
jd,jadi,
jdi,jadi,
jdikan,jadikan,
jdinya,jadinya,
je,saja,
jebolin,jebolkan,
jelas2,jelas-jelas,
jem,jam,
jentelmen,berani,
jg,juga,
jga,juga,
jgk,juga,
jgn,jangan,
jgnkan,jangankan,
ji2k,jijik,
jijay,jijik,
jil,jaringanislamliberal,
jing,anjing,
jir,anjing,
jir,anjing,
jirr,anjing,
jirrr,anjing,
jjk,jijik,
jk,jika,
Jkt,Jakarta,
jkt,jakarta,
Jkw,jokowi,
jl,jalan,
jln,jalan,
jln,jalan,
jls,jelas,
jng,jangan,
jnj,janji,
job,kerja,
joget2,joget-joget,
jomblo,tidakpunyapacar,
jth,jatuh,
jual2,jual-jual,
jubir,jurubicara,
jugak,juga,
jurdil,jujuradil,
jutek,galak,
jwb,jawab,
jwbnya,jawabnya,
k,ke,
ka,kakak,
kaa,kakak,
kaak,kakak,
kab,kabupaten,
kabag,kepalabagian,
kabor,kabur,
kacian,kasihan,
kacrut,kacau,
kadang2,kadangkadang,
kadit,kepaladirektorat,
kadiv,kepaladivisi,
kaga,tidak,
kagak,tidak,
kajj,kah,
kaka,kakak,
kakk,kakak,
kakkk,kakak,
kalauu,kalau,
kalean,kalian,
kalo,kalau,
kalo,kalau,
kaltim,kalimantantimur,
kamisss,kamis,
kampret,sialan,
kamtib,keamanandanketertiban,
kamtibmas,keamanandanketertibanmasyarakat,
kamuh,kamu,
kamuu,kamu,
kamuwh,kamu,
kamyu,kamu,
kan,akan,
kang,tukang,
kanwil,kantorwilayah,
kapolri,KepalaPolisiRepublikIndonesia,
kapt,kapten,
karn,karena,
karna,karena,
karnya,karena, 
kasat,kepalasatuan,
kasiihh,kasih,
kasubbag,kepalasubbagian,
kasubbid,kepalasubbidang,
kata2,kata-kata,
katrok,kampungan,
kau,kamu,
kawan2,kawan-kawan,
kaya,seperti,
kayak,seperti,
kayaknga,kayaknya,
kayanya,kayaknya,
kbar,kabar,
kbr,kabar,
kbtln,kebetulan,
kbykn,kebanyakan,
kcian,kasihan,
kdng,kadang,
kdu,harus,
kdua,kedua,
ke,kah,
kebranian,keberanian,
keburu,terlanjur,
kec,kecamatan,
kece,keren,
kedubes,kedutaanbesar,
kejar2,kejar-kejar,
kejurnas,kejuaraannasional,
kek,kaya,
kek,seperti,
kekeuh,keraskepala,
kekkk,seperti,
keknya,kayaknya,
keknya,kayanya,
kel,kelompok,
kel,kelurahan,
kelen,kalian,
keliatan,kelihatan,
keluarin,keluarkan,
kemaren,kemarin,
kemenag,kementrianagama,
kemenkominfo,kementriankomunikasidaninformatika,
kemrin,kemarin,
kenapaa,kenapa,
kene,sini,
keneh,masih,
kentel,kental,
kentot,senggama,
kenya,sepertinya,
kepake,dipakai,
kepengen,mau,
kepikiran,terpikirkan,
kepingin,mau,
kepo,mautahuurusanorang,
kepsek,kepalasekolah,
kere,tidakpunyauang,
kereeeeeeennn,keren,
keringet,keringat,
kesbang,kesatuanbangsa,
kesian,kasihan,
kesihatan,kesehatan,
kesra,kesejahteraanrakyat,
ketauan,ketahuan,
ketrima,diterima,
ketum,ketuaumum,
keukeuh,keraskepala,
kga,tidak,
kgak,tidak,
kgiatan,kegiatan,
kgk,tidak,
kh,kah,
khan,kan,
kibul,bohong,
kibus,kakibusuk,
kimpoi,kawin,
kite,kita,
kitorang,kami,
kk,kakak,
kl,kalau,
klh,kalah,
kli,kali,
klian,kalian,
klianz,kalian,
klmpk,kelompok,
klo,kalau,
kloter,kelompokterbang,
klou,kalau,
kls,kelas,
kluarga,keluarga,
klw,kalau,
klwrga,keluarga,
km,kamu,
kmaksiatan,kemaksiatan,
kmaren,kemarin,
kmari,kemari,
kmn,kemana,
kmna,kemana,
kmps,kampus,
kmpus,kampus,
kmrin,kemaren,
kmrm,kemeramen,
kmrn,kemarin,
kn,kan,
knal,kenal,
kndraan,kendaraan,
kne,terlibat,
knl,kenal,
knp,kenapa,
knpa,kenapa,
koar,teriak,
kodya,kotamadya,
koentji,kunci,
kog,kok,
kokkk,kok,
komdis,komisidisiplin,
kompi,komputer,
komsov,komunissovyet,
komtiong,komunisTiongkok,
komun,komunitas,
kongkow,kumpulbarengteman-teman,
konjen,konsulatjenderal,
konpers,konferensipers,
kopdar,kopidarat,
kopit,corona,
koq,kok,
korona,corona,
korup,korupsi,
kowe,kamu,
kpai,komisiperlindungananakindonesia,
kpd,kepada,
kpd,kepada,
kpid,komisipenyiaranindonesiadaerah,
kpk,komisipemberantaskoruptor,
kpn,kapan,
kptsan,keputusan,
krena,karena,
krenz,keren,
kreta,kereta,
krik,garing,
krim,kirim,
krj,kerja,
krm,kirim,
krn,karena,
krna,karena,
krng,kurang,
ksadaran,kesadaran,
ksana,kesana,
ksehtn,kesehatan,
ksna,kesana,
ksno,kesana,
ksong,kosong,
kt,kita,
ktauan,ketahuan,
ktipu,tipu,
ktk,ketika,
ktmu,ketemu,
ktny,katanya,
ktp,kartutandapenduduk,
ktr,kantor,
kuaaattt,kuat,
kuath,kuat,
kuatir,khawatir,
kuattt,kuat,
kudu,harus,
kumpulin,kumpulkan
kuper,kurangpergaulan,
kuq,kok,
kurng,kurang,
kw,imitasi,
kwn,kawan,
ky,kaya,
ky,seperti,
kya,seperti,
kyak,seperti,
kyk,kayak,
kyk,seperti,
kykny,kayanya,
kyknya,sepertinya,
la,lah,
laen,lain,
lagiiiiii,lagi,
laka,kecelakaan,
laki2,laki-laki,
lakuin,lakukan,
lam,salam,
lambreta,lambat,
lamp,lampiran,
langi,langit,
lansia,lanjutusia,
lansiaa,lansia,
lanud,landasanudara,
lapas,lembagapemasyarakatan,
laper,lapar,
larang2,larang-larang,
latgab,latihangabungan,
lawyer2,lawyerlawyer,
lbh,lebih,
lbur,libur,
lebay,berlebihan,
leh,boleh,
lekong,laki-laki,
lelet,lambat,
lemot,lambat,
lemot,lambatberfikir,
lemot,lemahotak,
lesbia,lesbian,
less,kurang,
lg,lagi,
lgi,lagi,
lgkp,lengkap,
lgsg,langsung,
lha,lah,
lhaaa,lha,
lht,lihat,
liat,lihat,
light,terang,
link,tautan,
linmas,perlindunganmasyarakat,
litbang,penelitiandanpengembangan,
litte,sedikit,
liwat,lewat,
lknt,laknat,
lmr,lamar,
lmyan,lumayan,
lmyn,lumayan,
lngkp,lengkap,
lo,anda,
lo,kamu,
loch,loh,
